current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/6_0 copy 2.jpg,0,31,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,535,535,535,4.522571212000912,,,,,,,,,,,2.8168182499939576,2.8169032639998477,2.816908926994074,2.8190156730124727,None,2.8191163660085294,2.8191581350110937,None,2.819257438008208,2.8193007000081707,None,2.819382879009936,2.8194243180041667,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_0 copy 7.jpg,0,32,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,536,536,536,4.522571212000912,,,,,,,,,,,2.8196875780122355,2.81984533398645,2.819851470994763,2.8216961069847457,None,2.821761030005291,2.8217827350017615,None,2.8218361719918903,2.8218559100059792,None,2.8219056020025164,2.821923891984625,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_40 copy 4.jpg,0,33,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,537,537,537,4.522571212000912,,,,,,,,,,,2.822086077008862,2.8221762419852894,2.822181752009783,2.8238104330084752,None,2.8238750209857244,2.8238965930067934,None,2.8239499579940457,2.8239691909984685,None,2.824019418010721,2.8240379249909893,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_28 copy 6.jpg,0,34,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,538,538,538,4.522571212000912,,,,,,,,,,,2.8242003259947523,2.8242829100054223,2.8242883440107107,2.825881828001002,None,2.8259461490088142,2.8259676870075054,None,2.826020187989343,2.826039325998863,None,2.826089273992693,2.826107653992949,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_40.jpg,0,35,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,539,539,539,4.522571212000912,,,,,,,,,,,2.826268589007668,2.8263568129914347,2.826362194988178,2.828801060008118,None,2.8288666929875035,2.828888255986385,None,2.828941252984805,2.8289606909966096,None,2.8290116320131347,2.829030282009626,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,36,1,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,540,540,540,4.522571212000912,,,,,,,,,,,2.829193988989573,2.829284589010058,2.8292901669919956,2.830719757010229,None,2.830782940989593,2.8308042639982887,None,2.830857194989221,2.8308766539848875,None,2.8309276979998685,2.830946233996656,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_0 copy 3.jpg,0,37,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,541,541,541,4.522571212000912,,,,,,,,,,,2.8311079120030627,2.8311976899858564,2.8312035000126343,2.832823112985352,None,2.8328866479860153,2.832907981995959,None,2.832960883009946,2.832980306004174,None,2.8330307840078603,2.833049075998133,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_12 copy 6.jpg,0,38,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,542,542,542,4.522571212000912,,,,,,,,,,,2.8332109340117313,2.8332998719997704,2.8333053390088025,2.835405443998752,None,2.8354741370130796,2.8354959200078156,None,2.8355878349975683,2.8356465460092295,None,2.8356984840065707,2.835716801986564,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair18 copy 2.jpg,0,39,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,543,543,543,4.522571212000912,,,,,,,,,,,2.8358835699909832,2.8359700510045514,2.8359756270074286,2.8383450050023384,None,2.838413476012647,2.8384355469897855,None,2.838490530004492,2.8385104989865795,None,2.838563372992212,2.838582230004249,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair07 copy 4.jpg,0,40,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,544,544,544,4.522571212000912,,,,,,,,,,,2.8387510330067016,2.838835914997617,2.8388415350054856,2.84157411599881,None,2.841639522986952,2.84166129399091,None,2.84171396898455,2.8417331439850386,None,2.8417838829918765,2.8418021899997257,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_40 copy.jpg,0,41,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,545,545,545,4.522571212000912,,,,,,,,,,,2.841964860999724,2.8420480909990147,2.842053483997006,2.84405701700598,None,2.844123129005311,2.8441449310048483,None,2.8441986230027396,2.8442181890131906,None,2.8442685769987293,2.844287104991963,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_12 copy.jpg,0,42,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,546,546,546,4.522571212000912,,,,,,,,,,,2.844449561991496,2.844542470003944,2.8445480029913597,2.8465038840076886,None,2.846568445005687,2.84659024598659,None,2.8466433499997947,2.846663106000051,None,2.8467135860119015,2.8467320160125382,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_0 copy 2.jpg,0,43,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,547,547,547,4.522571212000912,,,,,,,,,,,2.8468932480027433,2.846984233998228,2.8469896989990957,2.848490865988424,None,2.8485544309951365,2.8485756879963446,None,2.848628606996499,2.848647458013147,None,2.8486977030115668,2.848715956992237,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_40 copy 2.jpg,0,44,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,548,548,548,4.522571212000912,,,,,,,,,,,2.8488767980015837,2.8489590880053584,2.8489645299850963,2.85057179199066,None,2.8506386909866706,2.850660569994943,None,2.8507150700024795,2.850735006009927,None,2.8507868479937315,2.8508058419974986,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_28 copy 4.jpg,0,45,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,549,549,549,4.522571212000912,,,,,,,,,,,2.8509720700094476,2.85105699300766,2.851062402012758,2.8529638659965713,None,2.8530310099886265,2.8530531669966877,None,2.8531074410129804,2.8531273049884476,None,2.8531796500028577,2.853198461991269,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,46,1,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,550,550,550,4.522571212000912,,,,,,,,,,,2.8533725290035363,2.853456891985843,2.853462202998344,2.854867955989903,None,2.854935529001523,2.854957759991521,None,2.8550128939969,2.855033056985121,None,2.8550850419851486,2.855104021000443,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/13_28 copy 7.jpg,0,47,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,551,551,551,4.522571212000912,,,,,,,,,,,2.855301918985788,2.8553944769955706,2.8554000559961423,2.857028922997415,None,2.8571032579930034,2.857125595997786,None,2.8571801600046456,2.85720030599623,None,2.857252123998478,2.857271157001378,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/6_12 copy 5.jpg,0,48,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,552,552,552,4.522571212000912,,,,,,,,,,,2.857436472986592,2.857519826007774,2.8575253130111378,2.8598556100041606,None,2.8599235280125868,2.85994584398577,None,2.860000526998192,2.8600205830007326,None,2.8600729939935263,2.8600913159898482,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_40.jpg,0,49,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,553,553,553,4.522571212000912,,,,,,,,,,,2.860258333006641,2.8603499270102475,2.860355579003226,2.8622645610012114,None,2.8623325630032923,2.862354918004712,None,2.8624094759870786,2.8624294259934686,None,2.862481393996859,2.862500202987576,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_28 copy 5.jpg,0,50,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,554,554,554,4.522571212000912,,,,,,,,,,,2.862666786008049,2.862758892006241,2.862764421995962,2.8647726729977876,None,2.864838220993988,2.864859836001415,None,2.8649128149845637,2.8649324190046173,None,2.8649831890070345,2.8650015800085384,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/15_12 copy 4.jpg,0,51,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,555,555,555,4.522571212000912,,,,,,,,,,,2.865164319984615,2.865254781994736,2.8652601669891737,2.8672080500109587,None,2.867273734009359,2.8672977139940485,None,2.8673516619892325,2.8673710279981606,None,2.867422200011788,2.8674405069905333,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair17 copy 3.jpg,0,52,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,556,556,556,4.522571212000912,,,,,,,,,,,2.867602463986259,2.867685167992022,2.867690535989823,2.870158873993205,None,2.8702256300020963,2.8702468469855376,None,2.8703009769960772,2.870320713991532,None,2.8703713520080782,2.870389576011803,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair10 copy 2.jpg,0,53,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,557,557,557,4.522571212000912,,,,,,,,,,,2.8705573760089464,2.870640398003161,2.870645799994236,2.8729774270032067,None,2.8730437030026224,2.8730651160003617,None,2.8731183760100976,2.8731377699878067,None,2.873188494006172,2.8732066359953023,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/8_40 copy 7.jpg,0,54,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,558,558,558,4.522571212000912,,,,,,,,,,,2.873368502012454,2.873450846003834,2.8734561809978914,2.8754571930039674,None,2.875522832007846,2.8755445890128613,None,2.875598370010266,2.875617676996626,None,2.8756682430102956,2.8756865310133435,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/21_0 copy 2.jpg,0,55,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,559,559,559,4.522571212000912,,,,,,,,,,,2.8758484330028296,2.875938868004596,2.875944230996538,2.87807720300043,None,2.8781434280099347,2.878164942987496,None,2.8782188330078498,2.878238056000555,None,2.878288367006462,2.87830643801135,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,56,1,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,560,560,560,4.522571212000912,,,,,,,,,,,2.8784688620071393,2.878551616013283,2.8785569260071497,2.8801918140088674,None,2.880295206006849,2.880316157999914,None,2.8803686299943365,2.8803873420110904,None,2.8804363640083466,2.8804541639983654,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/9_0 copy.jpg,0,57,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,561,561,561,4.522571212000912,,,,,,,,,,,2.880663841991918,2.8807518430112395,2.8807571929937694,2.882693733990891,None,2.8827595809998456,2.882781213003909,None,2.8828343419882003,2.8828538400121033,None,2.882904280006187,2.8829227199894376,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_40 copy 3.jpg,0,58,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,562,562,562,4.522571212000912,,,,,,,,,,,2.883088508999208,2.8831727280048653,2.8831781620101538,2.8851326929870993,None,2.885199059994193,2.8852203160058707,None,2.8852736309927423,2.885293144005118,None,2.8853437259967905,2.8853622949973214,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair11 copy 4.jpg,0,59,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,563,563,563,4.522571212000912,,,,,,,,,,,2.885523886012379,2.8856067289889324,2.885612140991725,2.8880019699863624,None,2.8880680369911715,2.8880891079897992,None,2.888143221003702,2.8881626479851548,None,2.8882133569859434,2.888231825985713,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/24_12 copy 5.jpg,0,60,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,564,564,564,4.522571212000912,,,,,,,,,,,2.888394623005297,2.888528082985431,2.8885334380029235,2.890913529001409,None,2.89097961600055,2.891001084004529,None,2.8910548010026105,2.891074374987511,None,2.8911255979910493,2.8911441680102143,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair15 copy.jpg,0,61,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,565,565,565,4.522571212000912,,,,,,,,,,,2.8913073870062362,2.891389378986787,2.891394878999563,2.894395570998313,None,2.8944609350000974,2.894482297007926,None,2.89453597200918,2.894555206003133,None,2.89460638599121,2.894624415988801,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/18_0 copy 4.jpg,0,62,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,566,566,566,4.522571212000912,,,,,,,,,,,2.8947859269974288,2.894867171999067,2.89487247201032,2.8972816260065883,None,2.8973451879865024,2.897366368008079,None,2.8974184010003228,2.8974377950071357,None,2.8974875640124083,2.8975059799849987,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_40 copy 6.jpg,0,63,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,567,567,567,4.522571212000912,,,,,,,,,,,2.8976651839911938,2.897746497008484,2.897751980985049,2.8994532600045204,None,2.899519150989363,2.899540457990952,None,2.8995940439926926,2.89961322300951,None,2.8996644009894226,2.8996828380040824,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair05 copy 7.jpg,0,64,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,568,568,568,4.522571212000912,,,,,,,,,,,2.899846927000908,2.8999375400017016,2.899942983989604,2.902465172985103,None,2.902529412007425,2.9025510269857477,None,2.9026031740067992,2.902622628986137,None,2.902672991011059,2.902691010007402,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_40 copy 6.jpg,0,65,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,569,569,569,4.522571212000912,,,,,,,,,,,2.902851897000801,2.902940851985477,2.902946282993071,2.905022327991901,None,2.9050892060040496,2.905110916006379,None,2.9051655509974808,2.9051851679978427,None,2.9052661870082375,2.90528591099428,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_0 copy 6.jpg,0,66,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,570,570,570,4.522571212000912,,,,,,,,,,,2.905452090984909,2.905534708988853,2.905540140985977,2.907722122996347,None,2.9078330940101296,2.9078546079981606,None,2.9079643999866676,2.9080217570008244,None,2.9081145160016604,2.9081329079926945,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/7_28 copy 3.jpg,0,67,0,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,571,571,571,4.522571212000912,,,,,,,,,,,2.908295931003522,2.908378547988832,2.9083840640087146,2.9106136269983836,None,2.9106785350013524,2.9106998500064947,None,2.910753169999225,2.910772615985479,None,2.910823017999064,2.9108412909845356,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,68,1,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,572,572,572,4.522571212000912,,,,,,,,,,,2.91100338898832,2.9110933619958814,2.911098699987633,2.912563685007626,None,2.9126288529951125,2.912650290003512,None,2.9127043439948466,2.91272376300185,None,2.912775236007292,2.9127937899902463,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,69,1,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,573,573,573,4.522571212000912,,,,,,,,,,,2.9129572809906676,2.913039443985326,2.913044893008191,2.91441695499816,None,2.9144809519930277,2.9145021660078783,None,2.914555325987749,2.9145747119910084,None,2.914624975004699,2.9146435110014863,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,70,1,0,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,574,574,574,4.522571212000912,,,,,,,,,,,2.9148060959996656,2.914887582999654,2.914892892993521,2.916243982996093,None,2.916307878011139,2.9163290830038022,None,2.9163810669851955,2.916400354995858,None,2.9164505900116637,2.916468690993497,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,71,1,1,7,"[13, 24, 36, 46, 56, 68, 69, 70, 71]",0,575,575,575,4.522571212000912,,,,,,,,,,,2.9166287569969427,2.9167106969980523,2.916716034989804,2.918052813009126,None,2.918116540007759,2.9181382360111456,None,2.9181907330057584,2.9182099380122963,None,2.918260226986604,2.9182785819866695,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/5_0 copy 6.jpg,0,0,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,576,576,576,4.522571212000912,,,,,,,,,,,2.918438647990115,2.918519689992536,2.9185250810114667,2.9203904279856943,None,2.9204549249843694,2.9204762270092033,None,2.9205340149928816,2.9205535170040093,None,2.920604562998051,2.9206233670120127,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair04 copy 5.jpg,0,1,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,577,577,577,4.522571212000912,,,,,,,,,,,2.920786414993927,2.9209356589999516,2.9209409859904554,2.923692721989937,None,2.9238310900109354,2.9238691279897466,None,2.923989045986673,2.9240289269946516,None,2.924096764996648,2.9241144910047296,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_0 copy 3.jpg,0,2,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,578,578,578,4.522571212000912,,,,,,,,,,,2.9242751160054468,2.9243576749868225,2.9243630330020096,2.926739159011049,None,2.9268043779884465,2.9268258810043335,None,2.9268794509989675,2.9268987289979123,None,2.926949427986983,2.9269679129938595,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_0 copy 3.jpg,0,3,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,579,579,579,4.522571212000912,,,,,,,,,,,2.9271281409892254,2.927255590009736,2.927261044998886,2.9290204439894296,None,2.929084053990664,2.9291055199864786,None,2.929159196995897,2.9291788050031755,None,2.929229227011092,2.929247819003649,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/23_28 copy 6.jpg,0,4,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,580,580,580,4.522571212000912,,,,,,,,,,,2.9294093450007495,2.929491268005222,2.9294965699955355,2.931340817012824,None,2.9314629310101736,2.9315039509965573,None,2.9315745100029744,2.93161665200023,None,2.931700223009102,2.9317568269907497,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_12.jpg,0,5,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,581,581,581,4.522571212000912,,,,,,,,,,,2.931917528010672,2.9320118839968927,2.932017546991119,2.933685861993581,None,2.9337518560059834,2.9337731240084395,None,2.933826174994465,2.9338454710086808,None,2.93389626199496,2.933913954999298,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_28 copy 2.jpg,0,6,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,582,582,582,4.522571212000912,,,,,,,,,,,2.93407444798504,2.93416553401039,2.934170942986384,2.93603691199678,None,2.9361000199860428,2.9361212530056946,None,2.936172677000286,2.936191818007501,None,2.936241240997333,2.9362594679987524,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_12.jpg,0,7,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,583,583,583,4.522571212000912,,,,,,,,,,,2.9364172630012035,2.9365061490098014,2.9365116450062487,2.9383670990064275,None,2.938429259986151,2.9384503480105195,None,2.9385023289942183,2.938521091011353,None,2.938570639002137,2.9385885589872487,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_28 copy 2.jpg,0,8,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,584,584,584,4.522571212000912,,,,,,,,,,,2.938921900000423,2.939020599995274,2.9390259700012393,2.9412609309947584,None,2.941326508997008,2.9413478460046463,None,2.9414011299959384,2.9414206219953485,None,2.9414709449920338,2.9414888719911687,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/blank.jpg,0,9,1,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,585,585,585,4.522571212000912,,,,,,,,,,,2.9416498350037728,2.941731950995745,2.941737221990479,2.943234817008488,None,2.943299851001939,2.943321166007081,None,2.943373396003153,2.94339252600912,None,2.943443133000983,2.9434614189958666,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/pair09 copy 5.jpg,0,10,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,586,586,586,4.522571212000912,,,,,,,,,,,2.9436222479853313,2.9437479529879056,2.9437532750016544,2.9469857979856897,None,2.9471067340055015,2.947129028994823,None,2.9472923389985226,2.947335553006269,None,2.9474082580127288,2.9474562839895952,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/12_40 copy 5.jpg,0,11,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,587,587,587,4.522571212000912,,,,,,,,,,,2.9476986049849074,2.9479217999905813,2.9479273759934586,2.9500592930126004,None,2.9501264249847736,2.9501483410131186,None,2.9502023170061875,2.9502219930000138,None,2.9502732240071055,2.95029134399374,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/20_28 copy 3.jpg,0,12,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,588,588,588,4.522571212000912,,,,,,,,,,,2.9504549739940558,2.9505384429940023,2.9505439909989946,2.9527805889956653,None,2.9528470869990997,2.952868658991065,None,2.9529224690049887,2.9529420679900795,None,2.952992403996177,2.9530105880112387,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/19_12 copy 4.jpg,0,13,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,589,589,589,4.522571212000912,,,,,,,,,,,2.9532059780030977,2.953289128985489,2.953294589999132,2.9550216479983646,None,2.9550885790085886,2.955165571998805,None,2.955328951997217,2.9553752499923576,None,2.955481000011787,2.9555495610111393,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/16_40 copy 5.jpg,0,14,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,590,590,590,4.522571212000912,,,,,,,,,,,2.955815299996175,2.9560076000052504,2.956012862996431,2.9576431039895397,None,2.9577093349944334,2.9577315440110397,None,2.9577852450020146,2.957805203011958,None,2.9578567539865617,2.957875841995701,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
images/11_28.jpg,0,15,0,0,8,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,591,591,591,4.522571212000912,,,,,,,,,,,2.9580405770102516,2.958132880012272,2.958138357003918,2.959827545011649,None,2.95989455000381,2.9599165430117864,None,2.95997068300494,2.9599907950032502,None,2.9600424939999357,2.960060756013263,None,1,001,16,,2024-04-09_13h41.04.066,replicate_nsd,2023.2.3,60.105488258179264,2024-04-09 13h41.17.774270 -0400,
