current_image,trial_index,is_blank_trial,is_repeat,is_new_run,run_num,all_blanks_list,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,practice_continue.started,key_resp_6.started,text_6.started,practice_continue.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,polygon_3.started,all_keys_pressed_2.started,image_2.started,press_if_repeat_2.started,image_2.stopped,press_if_repeat_2.stopped,polygon_3.stopped,all_keys_pressed_2.stopped,practice_trial.stopped,press_if_repeat_2.keys,press_if_repeat_2.corr,all_keys_pressed_2.keys,all_keys_pressed_2.rt,all_keys_pressed_2.duration,testing_continue.started,key_resp_7.started,text_7.started,testing_continue.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips_and_correct_key.started,set_skips_and_correct_key.stopped,trial.started,polygon.started,all_keys_pressed.started,image.started,press_if_repeat.started,image.stopped,press_if_repeat.stopped,polygon.stopped,all_keys_pressed.stopped,trial.stopped,press_if_repeat.keys,press_if_repeat.corr,all_keys_pressed.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2_2.started,run_wait2_2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,all_keys_pressed.rt,all_keys_pressed.duration,key_resp_3.started,polygon_2.started,key_resp_3.stopped,polygon_2.stopped,key_resp_3.rt,key_resp_3.duration,key_resp_5.started,text_5.started,key_resp_5.rt,key_resp_5.duration,key_resp_4.started,text_4.started,key_resp_4.rt,key_resp_4.duration,press_if_repeat.rt,press_if_repeat.duration,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.046860422000463586,0.047166100001049927,0.04719172399927629,0.06837021799947252,0.06837021799947252,4.701553345999855,space,4.616069615000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/9_28 copy 2.jpg,0,0,,,,,0,0,0,0,,,,,4.793700539001293,,,,,,,,,,,4.737706518000778,4.793700539001293,4.793700539001293,5.76784270799908,5.76784270799908,8.76783152400094,8.76783152400094,8.76783152400094,8.76783152400094,8.75174121300006,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/14_40.jpg,1,0,,,,,0,1,1,1,,,,,8.76783152400094,,,,,,,,,,,8.754366506000224,8.76783152400094,8.76783152400094,9.768159412000387,9.768159412000387,12.767767332999938,12.767767332999938,12.767767332999938,12.767767332999938,12.751908862999699,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/6_28.jpg,2,0,,,,,0,2,2,2,,,,,12.767767332999938,,,,,,,,,,,12.752578979001555,12.767767332999938,12.767767332999938,13.768304321998585,13.768304321998585,16.768014717999904,16.768014717999904,16.768014717999904,16.768014717999904,16.752072127001156,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/23_40 copy 3.jpg,3,0,,,,,0,3,3,3,,,,,16.768014717999904,,,,,,,,,,,16.75273853899853,16.768014717999904,16.768014717999904,17.767973682999582,17.767973682999582,20.768329357000766,20.768329357000766,20.768329357000766,20.768329357000766,20.751871265001682,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/14_12 copy.jpg,4,0,,,,,0,4,4,4,,,,,20.768329357000766,,,,,,,,,,,20.75253954800064,20.768329357000766,20.768329357000766,21.76821584099889,21.76821584099889,24.7680282729998,24.7680282729998,24.7680282729998,24.7680282729998,24.751812921000237,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/6_28 copy 6.jpg,5,0,,,,,0,5,5,5,,,,,24.7680282729998,,,,,,,,,,,24.75248650800131,24.7680282729998,24.7680282729998,25.767468165999162,25.767468165999162,28.76773862600021,28.76773862600021,28.76773862600021,28.76773862600021,28.751723818000755,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/11_12 copy 7.jpg,6,0,,,,,0,6,6,6,,,,,28.76773862600021,,,,,,,,,,,28.752396032999968,28.76773862600021,28.76773862600021,29.768338394998864,29.768338394998864,32.76773917299943,32.76773917299943,32.76773917299943,32.76773917299943,32.75169907700183,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/13_40 copy 5.jpg,7,0,,,,,0,7,7,7,,,,,32.76773917299943,,,,,,,,,,,32.75236595200113,32.76773917299943,32.76773917299943,33.76841336000143,33.76841336000143,36.76802244300052,36.76802244300052,36.76802244300052,36.76802244300052,36.75205869999991,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/17_28.jpg,8,0,,,,,0,8,8,8,,,,,36.76802244300052,,,,,,,,,,,36.752740891999565,36.76802244300052,36.76802244300052,37.76832870900034,37.76832870900034,40.76830715899996,40.76830715899996,40.76830715899996,40.76830715899996,40.751729506999254,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/8_40 copy 3.jpg,9,0,,,,,0,9,9,9,,,,,40.76830715899996,,,,,,,,,,,40.75240873900111,40.76830715899996,40.76830715899996,41.76790319200154,41.76790319200154,44.76832193800146,44.76832193800146,44.76832193800146,44.76832193800146,44.75182471399967,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,10,1,,,,,0,10,10,10,,,,,44.76832193800146,,,,,,,,,,,44.75249916100074,44.76832193800146,44.76832193800146,45.767957978001505,45.767957978001505,48.81778661000135,48.81778661000135,48.81778661000135,48.81778661000135,48.801748655001575,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/14_40 copy 6.jpg,11,0,,,,,0,11,11,11,,,,,48.81778661000135,,,,,,,,,,,48.80242786600138,48.81778661000135,48.81778661000135,49.8182979230005,49.8182979230005,52.83567699999912,52.83567699999912,52.83567699999912,52.83567699999912,52.819657571999414,None,0,"['up', 'lctrl']","[1.5546584439980506, 1.5546584439980506]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/5_12 copy 7.jpg,12,0,,,,,0,12,12,12,,,,,52.83567699999912,,,,,,,,,,,52.82079906199942,52.83567699999912,52.83567699999912,53.83610808600133,53.83610808600133,56.84131480200085,56.84131480200085,56.84131480200085,56.84131480200085,56.818009704998985,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/18_28 copy 6.jpg,13,0,,,,,0,13,13,13,,,,,56.84131480200085,,,,,,,,,,,56.81841029000134,56.84131480200085,56.84131480200085,57.835889674999635,57.835889674999635,60.834542052998586,60.834542052998586,60.834542052998586,60.834542052998586,60.817901029000495,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/19_12 copy 4.jpg,14,0,,,,,0,14,14,14,,,,,60.834542052998586,,,,,,,,,,,60.818237014998886,60.834542052998586,60.834542052998586,61.834466677999444,61.834466677999444,64.83507958300106,64.83507958300106,64.83507958300106,64.83507958300106,64.8192831339984,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/7_0 copy 2.jpg,15,0,,,,,0,15,15,15,,,,,64.83507958300106,,,,,,,,,,,64.81983478899929,64.83507958300106,64.83507958300106,65.83467190499869,65.83467190499869,68.83383501099888,68.83383501099888,68.83383501099888,68.83383501099888,68.81819378400178,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_28 copy 5.jpg,16,0,,,,,0,16,16,16,,,,,68.83383501099888,,,,,,,,,,,68.81885869100006,68.83383501099888,68.83383501099888,69.83465211699877,69.83465211699877,72.8360075419987,72.8360075419987,72.8360075419987,72.8360075419987,72.82154823699966,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/9_12 copy 6.jpg,17,0,,,,,0,17,17,17,,,,,72.8360075419987,,,,,,,,,,,72.82221197300169,72.8360075419987,72.8360075419987,73.83436467299907,73.83436467299907,76.83525874800034,76.83525874800034,76.83525874800034,76.83525874800034,76.81919465499959,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_40 copy 5.jpg,18,0,,,,,0,18,18,18,,,,,76.83525874800034,,,,,,,,,,,76.8198715030012,76.83525874800034,76.83525874800034,77.83530221099863,77.83530221099863,80.83743646700168,80.83743646700168,80.83743646700168,80.83743646700168,80.81835753600171,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair03 copy 7.jpg,19,0,,,,,0,19,19,19,,,,,80.83743646700168,,,,,,,,,,,80.81903367400082,80.83743646700168,80.83743646700168,81.83470323100119,81.83470323100119,84.83647671600193,84.83647671600193,84.83647671600193,84.83647671600193,84.81827739200162,None,0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.81874631699975,84.83647671600193,84.83647671600193,154.9847572309991,lctrl,70.14786224899945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.98478414900092,155.00636226699862,155.00636226699862,157.98469594299968,5,2.9619590180009254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/14_40 copy 5.jpg,0,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,0,0,0,158.09707115900164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0689506689996,158.06903145199976,158.06904253099856,158.09707115900164,158.09707115900164,159.0842742950008,159.0842742950008,162.0837057489989,162.0837057489989,162.0837057489989,162.0837057489989,162.06805140100187,None,0,None,162.07006043900037,162.0701018079999,None,162.0707471800015,162.07080919900181,None,162.07145398699868,162.0714906760004,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/15_0 copy 2.jpg,1,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,1,1,1,162.0837057489989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0723598500008,162.07245115499973,162.07246120199852,162.0837057489989,162.0837057489989,163.0851484090017,163.0851484090017,166.08883856100147,166.08883856100147,166.08883856100147,166.08883856100147,166.06813247899845,None,0,None,166.06866375699974,166.06871500299894,None,166.06883669300078,166.07892034700126,None,166.07902088899937,166.07905045200096,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_28.jpg,2,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,2,2,2,166.08883856100147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.07931357300185,166.0793933770001,166.07940179900106,166.08883856100147,166.08883856100147,167.08496924700012,167.08496924700012,170.08915390900074,170.08915390900074,170.08915390900074,170.08915390900074,170.06797320199985,None,0,None,170.06848544600143,170.06853229300032,None,170.06864727200082,170.0770663330004,None,170.07716491999963,170.07719112500126,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/12_40.jpg,3,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,3,3,3,170.08915390900074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.07745429200077,170.0775307719996,170.07753921300173,170.08915390900074,170.08915390900074,171.08504309199998,171.08504309199998,174.09013477600092,174.09013477600092,174.09013477600092,174.09013477600092,174.06806956199944,None,0,None,174.06880225799978,174.06885076500112,None,174.06896634900113,174.0772746440016,None,174.07737565500065,174.07740252000076,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair13 copy 7.jpg,4,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,4,4,4,174.09013477600092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.07767392900132,174.07775655799924,174.07776543400178,174.09013477600092,174.09013477600092,175.0850747730001,175.0850747730001,178.08833026700086,178.08833026700086,178.08833026700086,178.08833026700086,178.06805168700157,None,0,None,178.0685675019995,178.0686155910007,None,178.06873472900043,178.07711580199975,None,178.07721909500106,178.07724646100178,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/17_12 copy 4.jpg,5,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,5,5,5,178.08833026700086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.07752153399997,178.07760104300178,178.0776100030016,178.08833026700086,178.08833026700086,179.08511549800096,179.08511549800096,182.08872629599864,182.08872629599864,182.08872629599864,182.08872629599864,182.06788685900028,None,0,None,182.06839880999905,182.06844558100056,None,182.06856189999962,182.07712934899973,None,182.0772306479994,182.07725746399956,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/15_12 copy 6.jpg,6,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,6,6,6,182.08872629599864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.07752963899839,182.07760749700174,182.07761615300114,182.08872629599864,182.08872629599864,183.08508347099996,183.08508347099996,186.0892093520015,186.0892093520015,186.0892093520015,186.0892093520015,186.06798935500046,None,0,None,186.06850273500095,186.06854960000055,None,186.06866631799858,186.0770458199986,None,186.07714392300113,186.07717001299898,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/20_40 copy 2.jpg,7,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,7,7,7,186.0892093520015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.07743373500125,186.07750917099838,186.0775175960007,186.0892093520015,186.0892093520015,187.08496970100168,187.08496970100168,190.08758609600045,190.08758609600045,190.08758609600045,190.08758609600045,190.06877727000028,None,0,"['up', 'lctrl']",190.07058003400016,190.07062865600165,None,190.07073020700045,190.07854337699973,None,190.0786414860013,190.07866739200108,None,"[2.971248715999536, 2.971248715999536]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/16_28.jpg,8,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,8,8,8,190.08758609600045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0789251060014,190.07900692800104,190.07901534900157,190.08758609600045,190.08758609600045,191.08488303899867,191.08488303899867,192.53810552999857,192.53810552999857,192.53810552999857,192.53810552999857,192.52462183199896,None,0,None,192.52526147200115,192.5252921499996,None,192.52544454500094,192.5315010810009,None,192.53158356600034,192.5316029860005,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,9,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,9,9,9,192.53810552999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.53180367000095,192.53196410799865,192.53198726299888,,,,,,,,,192.53444436100108,None,0,None,192.5346311510002,193.32951495399902,None,193.32963356999971,193.33636180100075,None,193.33646575799867,193.33648838199952,None,,,192.53810552999857,192.53810552999857,193.34256968300178,193.34256968300178,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/20_12 copy.jpg,10,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,10,10,10,193.34256968300178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.33672165100143,193.33682240100097,193.33683130400095,193.34256968300178,193.34256968300178,193.5336439849998,193.5336439849998,194.29482122300033,194.29482122300033,194.29482122300033,194.29482122300033,194.2847968269998,None,0,"['up', 'lctrl']",194.28540021400113,194.28543961200194,None,194.28553204000127,194.2855862409997,None,194.2856782989984,194.2857073790001,None,"[0.34576585499962675, 0.34576585499962675]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair02.jpg,11,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,11,11,11,194.29482122300033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.28602427200167,194.28612845799944,194.28613890999986,194.29482122300033,194.29482122300033,194.48172946400155,194.48172946400155,196.72156689999974,196.72156689999974,196.72156689999974,196.72156689999974,196.70638868999959,None,0,None,196.70667660600157,196.70670158899884,None,196.7067657180014,196.71277789599844,None,196.71286341800078,196.71288578000167,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair15 copy 6.jpg,12,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,12,12,12,196.72156689999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.7131145300009,196.71318302999862,196.71319035000124,196.72156689999974,196.72156689999974,197.71636281199972,197.71636281199972,200.58455959500134,200.58455959500134,200.58455959500134,200.58455959500134,200.57019666799897,None,0,"['up', 'lctrl']",200.5706036800002,200.57063056500192,None,200.57069426499947,200.5761979400013,None,200.5762812799985,200.57630376100133,None,"[0.38270460999774514, 0.38270460999774514]","[None, None]",,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair18 copy.jpg,13,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,13,13,13,200.58455959500134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.57653051500165,200.57660574599868,200.57661314100187,200.58455959500134,200.58455959500134,200.76636201400106,200.76636201400106,201.532168138001,201.532168138001,201.532168138001,201.532168138001,201.5118452509996,None,0,None,201.51239278600042,201.512441228002,None,201.51256124599968,201.5201314549995,None,201.52022730500175,201.5202529220005,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/pair11 copy 7.jpg,14,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,14,14,14,201.532168138001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.52052060200003,201.52059435699994,201.52060274700125,201.532168138001,201.532168138001,201.73359248500128,201.73359248500128,202.46445663199847,202.46445663199847,202.46445663199847,202.46445663199847,202.4510219770018,None,0,None,202.45135848599966,202.45138841000153,None,202.45145890999993,202.45731661299942,None,202.45742986199912,202.4574533010018,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/18_0 copy 4.jpg,15,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,15,15,15,202.46445663199847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.45768624999982,202.4577771410004,202.45778468099888,202.46445663199847,202.46445663199847,202.66134263799904,202.66134263799904,203.42045754799983,203.42045754799983,203.42045754799983,203.42045754799983,203.40130898999996,None,0,None,203.40174871300042,203.40178737500173,None,203.40188166100052,203.40896925000197,None,203.4090672429993,203.40908964299888,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/13_0 copy 3.jpg,16,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,16,16,16,203.42045754799983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.40933356200185,203.4094190249998,203.4094265800013,203.42045754799983,203.42045754799983,203.61620820200187,203.61620820200187,204.3881618790001,204.3881618790001,204.3881618790001,204.3881618790001,204.37712629499947,None,0,None,204.37735012199846,204.37737077400016,None,204.37742294300187,204.38194497600125,None,204.38201270599893,204.38203113499912,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/21_0 copy 7.jpg,17,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,17,17,17,204.3881618790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.38221462,204.38226543199926,204.3822712000001,204.3881618790001,204.3881618790001,204.5737988289984,204.5737988289984,205.31773437100128,205.31773437100128,205.31773437100128,205.31773437100128,205.30482539199875,None,0,None,205.30510236700138,205.30512811800145,None,205.30519292499957,205.31122794000112,None,205.3113341850003,205.31135591400016,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/17_40 copy 6.jpg,18,0,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,18,18,18,205.31773437100128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.31157923000137,205.3116594610001,205.31166668900187,205.31773437100128,205.31773437100128,205.50796149799862,205.50796149799862,206.29401516000144,206.29401516000144,206.29401516000144,206.29401516000144,206.28040324700123,None,0,None,206.28080788100124,206.280844506,None,206.28093863100003,206.2877844020004,None,206.287883039,206.28790939399914,None,,,,,,,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
images/blank.jpg,19,1,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",,,,,0,19,19,19,206.29401516000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.28817481200167,206.28825059999872,206.2882590529989,,,,,,,,,206.29006640700027,None,0,None,206.29030086000057,207.06670400800067,None,207.06680040900028,207.0714990310007,None,207.07157169700076,207.07158947399876,None,,,206.29401516000144,206.29401516000144,207.07771391400092,207.07771391400092,,,,,,,,,,,,,1,001,0,,2024-04-12_11h00.05.896,replicate_nsd,2023.2.3,60.621123668658804,2024-04-12 11h00.20.565107 -0400,
