current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,all_blanks_list,loop_all_images.thisRepN,loop_all_images.thisTrialN,loop_all_images.thisN,loop_all_images.thisIndex,thisRow.t,notes,set_up.started,set_up.stopped,waiting_fmri.started,key_resp_2.started,text_3.started,waiting_fmri.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,set_skips.started,set_skips.stopped,trial.started,trial.stopped,press_if_repeat.keys,blank_trial.started,blank_trial.stopped,key_resp_3.keys,run_wait2.started,run_wait2.stopped,key_resp_5.keys,waiting_fmri_2.started,waiting_fmri_2.stopped,key_resp_4.keys,participant,session,starting_run,,date,expName,psychopyVersion,frameRate,expStart,
images/9_0 copy 7.jpg,0,30,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,30,30,30,5.23616964899702,,,,,,,,,,,1.8654551570070907,1.86551963200327,1.8655272769974545,1.8683826990018133,None,1.8684902579989284,1.8685196909937076,None,1.8685993749822956,1.8686268549936358,None,1.8687023370002862,1.8687281619932037,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/17_12 copy 3.jpg,0,31,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,31,31,31,5.23616964899702,,,,,,,,,,,1.8689647360006347,1.8690293399849907,1.8690368719981052,1.8717212750052568,None,1.8718179629941005,1.8718466550053563,None,1.8719263359962497,1.8719532349787187,None,1.8720279819972347,1.8720538420020603,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/16_28 copy 6.jpg,0,32,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,32,32,32,5.23616964899702,,,,,,,,,,,1.8723004930070601,1.8723661770054605,1.872373884980334,1.8751640879781917,None,1.8752611340023577,1.8752900899853557,None,1.875369352987036,1.8753964380011894,None,1.875471456995001,1.8754968889988959,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/24_40 copy 7.jpg,0,33,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,33,33,33,5.23616964899702,,,,,,,,,,,1.875733394001145,1.8757981619855855,1.8758057819795795,1.8778981209907215,None,1.8779944429988973,1.8780238879844546,None,1.878102710004896,1.878129900986096,None,1.8782045659900177,1.878230236005038,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/pair10.jpg,0,34,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,34,34,34,5.23616964899702,,,,,,,,,,,1.878467228001682,1.8785318729933351,1.8785396729945205,1.8823232739814557,None,1.882419231988024,1.8824482850031927,None,1.88252767798258,1.8825551699846983,None,1.8826300890068524,1.882655944005819,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/9_12 copy 2.jpg,0,35,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,35,35,35,5.23616964899702,,,,,,,,,,,1.8828957410005387,1.8829607630032115,1.8829684910015203,1.8862813049927354,None,1.8863767629954964,1.8864055929880124,None,1.8864846589858644,1.8865115529915784,None,1.8865863219834864,1.8866129149973858,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/13_40 copy.jpg,0,36,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,36,36,36,5.23616964899702,,,,,,,,,,,1.8868467249849346,1.8869110929954331,1.8869189209945034,1.8899179970030673,None,1.8900144200015347,1.8900435130053665,None,1.890122387005249,1.8901494839810766,None,1.8902240789902862,1.8902499529940542,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/pair01.jpg,0,37,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,37,37,37,5.23616964899702,,,,,,,,,,,1.8904851569968741,1.890549439995084,1.8905572200019378,1.8946081849862821,None,1.8947037989855744,1.8947329929796979,None,1.894812041980913,1.8948390150035266,None,1.8949136610026471,1.8949400649871677,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/14_40 copy 7.jpg,0,38,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,38,38,38,5.23616964899702,,,,,,,,,,,1.895175929996185,1.8952397170069162,1.89524766698014,1.8978731090028305,None,1.897969618003117,1.897998556989478,None,1.8980780539859552,1.8981064379913732,None,1.8981821129855234,1.8982083989831153,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/blank.jpg,0,39,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,39,39,39,5.23616964899702,,,,,,,,,,,1.8984439129999373,1.8985079499834683,1.8985157799907029,1.9006253099942114,None,1.9007216049940325,1.9007507750065997,None,1.9008296829997562,1.9008567959826905,None,1.9009314199793153,1.9009574719821103,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/pair15 copy 7.jpg,0,40,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,40,40,40,5.23616964899702,,,,,,,,,,,1.901195837999694,1.9012608399789315,1.9012683809851296,1.9054204089916311,None,1.9055167649930809,1.9055461719981395,None,1.9056249189889058,1.9056520790036302,None,1.9057260449917521,1.9057525669923052,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/15_0 copy.jpg,0,41,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,41,41,41,5.23616964899702,,,,,,,,,,,1.9059882549918257,1.9060527599940542,1.9060605120030232,1.909462893003365,None,1.9095596839906648,1.9095890529861208,None,1.9096693790052086,1.9096967679797672,None,1.9097712739894632,1.9097975599870551,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/21_40.jpg,0,42,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,42,42,42,5.23616964899702,,,,,,,,,,,1.9100367839855608,1.910101051995298,1.9101087790040765,1.9131276179978158,None,1.9132238739985041,1.9132535259996075,None,1.9133331129851285,1.9133601619978435,None,1.913435427006334,1.9134610850014724,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/21_28 copy 7.jpg,0,43,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,43,43,43,5.23616964899702,,,,,,,,,,,1.9136981149786152,1.9137618810054846,1.9137695049867034,1.9166214900033083,None,1.9167173159949016,1.9167466450016946,None,1.9168257099809125,1.9168531319883186,None,1.9169282460061368,1.916953845997341,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/pair18 copy 2.jpg,0,44,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,44,44,44,5.23616964899702,,,,,,,,,,,1.9171928069845308,1.9172581619932316,1.9172657649905887,1.9216933909920044,None,1.9217882139782887,1.9218174669949804,None,1.921896960993763,1.9219250309979543,None,1.9220005059905816,1.922026416985318,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/20_28 copy 4.jpg,0,45,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,45,45,45,5.23616964899702,,,,,,,,,,,1.9222612009907607,1.9223249729839154,1.9223328619846143,1.925669085001573,None,1.9257648089842405,1.9257938560040202,None,1.9258729019784369,1.9258998360019177,None,1.9259738700056914,1.9260000979993492,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/6_40 copy 4.jpg,0,46,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,46,46,46,5.23616964899702,,,,,,,,,,,1.9262380189902615,1.9263032919843681,1.926311260991497,1.9293826569919474,None,1.9294788529805373,1.929507658991497,None,1.929586093989201,1.9296130719885696,None,1.92968717898475,1.9297128210018855,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/10_28 copy 4.jpg,0,47,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,47,47,47,5.23616964899702,,,,,,,,,,,1.9299479899927974,1.9300124709843658,1.930020315980073,1.9327796739817131,None,1.9328753470035736,1.9329046159982681,None,1.9329842089791782,1.9330114790063817,None,1.9330863359791692,1.933112369995797,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/21_12 copy 4.jpg,0,48,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,48,48,48,5.23616964899702,,,,,,,,,,,1.933347338985186,1.933412235986907,1.933420130982995,1.9362482629949227,None,1.9363437829888426,1.9363728640018962,None,1.9364513979817275,1.9364787229860667,None,1.936552794999443,1.9365787679853383,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/blank.jpg,0,49,1,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,49,49,49,5.23616964899702,,,,,,,,,,,1.9368129929935094,1.936877640982857,1.9368853209889494,1.9387711979798041,None,1.9388668070023414,1.938896437000949,None,1.9389755580050405,1.9390025149914436,None,1.9390767949807923,1.9391030789993238,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/7_0 copy 3.jpg,0,50,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,50,50,50,5.23616964899702,,,,,,,,,,,1.939340873999754,1.9394059449841734,1.9394136540067848,1.9422580589889549,None,1.9423536809918005,1.9423829650040716,None,1.9424618110060692,1.9424890569935087,None,1.9425634169892874,1.942589054000564,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/22_12 copy 7.jpg,0,51,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,51,51,51,5.23616964899702,,,,,,,,,,,1.9428252359793987,1.9428896250028629,1.942897301982157,1.945359084988013,None,1.9454554560070392,1.9454850679903757,None,1.9455635749909561,1.9455906600051094,None,1.9456650739884935,1.9456914709880948,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/18_28 copy.jpg,0,52,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,52,52,52,5.23616964899702,,,,,,,,,,,1.9459247949998826,1.945989122003084,1.945996884984197,1.948590294981841,None,1.948686510004336,1.9487157159892377,None,1.9487949589965865,1.9488218629849143,None,1.948897472990211,1.9489236439985689,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
images/10_28 copy.jpg,0,53,0,0,0,"[9, 19, 29, 39, 49, 59, 68, 69, 70, 71]",0,53,53,53,5.23616964899702,,,,,,,,,,,1.9491606499941554,1.9492250419862103,1.9492327389889397,1.9516954839928076,None,1.9518021059921011,1.9518311900028493,None,1.951910814997973,1.9519382499856874,None,1.952012936992105,1.9520388169912621,None,1,001,16,,2024-04-09_13h57.38.459,replicate_nsd,2023.2.3,59.874111202892585,2024-04-09 13h57.52.165696 -0400,
